Wavelength (microns),Irradiance (Watts/m^2/micron)
5.045,33550.0
5.055,33250.0
5.065,33050.0
5.075,32750.0
5.085,32549.999999999996
5.095,32250.0
5.105,31960.0
5.115,31760.0
5.125,31460.0
5.135,31360.000000000004
5.145,31160.000000000004
5.155,30860.000000000004
5.165,30559.999999999996
5.175,30260.0
5.185,30160.0
5.195,29960.0
5.205,29760.000000000004
5.215,29460.000000000004
5.225,29260.000000000004
5.235,28960.0
5.245,28860.0
5.255,28560.0
5.265,28360.0
5.275,28160.0
5.285,27960.0
5.295,27860.0
5.305,27659.999999999996
5.315,27360.0
5.325,27160.0
5.335,26960.0
5.345,26760.0
5.355,26660.0
5.365,26460.0
5.375,26260.000000000004
5.385,26059.999999999996
5.395,25860.000000000004
5.405,25559.999999999996
5.415,25460.0
5.425,25260.0
5.435,25060.0
5.445,24970.0
5.455,24770.0
5.465,24570.0
5.475,24370.0
5.485,24270.0
5.495,24070.0
5.505,23870.000000000004
5.515,23670.0
5.525,23469.999999999996
5.535,23370.0
5.545,23170.0
5.555,23070.0
5.565,22970.0
5.575,22770.0
5.585,22670.000000000004
5.595,22370.000000000004
5.605,22169.999999999996
5.615,22070.000000000004
5.625,21870.0
5.635,21870.0
5.645,21670.0
5.655,21570.0
5.665,21370.0
5.675,21270.0
5.685,21070.000000000004
5.695,20970.0
5.705,20670.000000000004
5.715,20670.000000000004
5.725,20469.999999999996
5.735,20370.000000000004
5.745,20170.0
5.755,20070.0
5.765,19970.0
5.775,19770.0
5.785,19670.0
5.795,19570.0
5.805,19470.0
5.815,19370.0
5.825,19270.0
5.835,18969.999999999996
5.845,18870.0
5.855,18770.0
5.865,18570.0
5.875,18470.0
5.885,18370.0
5.895,18370.0
5.905,18170.000000000004
5.915,18070.0
5.925,17970.0
5.935,17870.0
5.945,17780.0
5.955,17579.999999999996
5.965,17480.0
5.975,17280.0
5.985,17180.0
5.995,17080.0
6.005,17080.0
6.015,16880.0
6.025,16780.0
6.035,16680.0
6.045,16579.999999999996
6.055,16480.0
6.065,16380.0
6.075,16280.000000000002
6.085,16179.999999999998
6.095,16079.999999999998
6.105,15980.0
6.115,15980.0
6.125,15880.0
6.135,15780.0
6.145,15580.0
6.155,15479.999999999998
6.165,15380.0
6.175,15279.999999999998
6.185,15180.0
6.195,15080.0
6.205,14980.0
6.215,14880.000000000002
6.225,14780.0
6.235,14780.0
6.245,14679.999999999998
6.255,14580.000000000002
6.265,14480.0
6.275,14380.0
6.285,14280.0
6.295,14180.0
6.305,14080.0
6.315,14080.0
6.325,13880.000000000002
6.335,13780.000000000002
6.345,13680.0
6.355,13580.0
6.365,13580.0
6.375,13480.0
6.385,13380.0
6.395,13380.0
6.405,13280.0
6.415,13180.000000000002
6.425,13080.0
6.435,12979.999999999998
6.445,12979.999999999998
6.455,12880.0
6.465,12779.999999999998
6.475,12680.0
6.485,12580.0
6.495,12580.0
6.505,12480.0
6.515,12480.0
6.525,12380.000000000002
6.535,12380.000000000002
6.545,12179.999999999998
6.555,12080.0
6.565,11979.999999999998
6.575,11979.999999999998
6.585,11880.0
6.595,11780.0
6.605,11680.0
6.615,11680.0
6.625,11580.0
6.635,11480.000000000002
6.645,11480.000000000002
6.655,11380.000000000002
6.665,11280.000000000002
6.675,11280.000000000002
6.685,11180.0
6.695,11180.0
6.705,11180.0
6.715,11080.0
6.725,10980.0
6.735,10980.0
6.745,10880.0
6.755,10780.0
6.765,10780.0
6.775,10690.0
6.785,10590.0
6.795,10590.0
6.805,10390.0
6.815,10390.0
6.825,10290.0
6.835,10190.0
6.845,10190.0
6.855,10090.0
6.865,10090.0
6.875,9986.000000000002
6.885,9986.000000000002
6.895,9986.000000000002
6.905,9886.0
6.915,9886.0
6.925,9786.0
6.935,9786.0
6.945,9686.0
6.955,9587.0
6.965,9587.0
6.975,9487.0
6.985,9487.0
6.995,9387.0
7.0,9387.018699999999
8.0,5633.1724
9.0,3581.1434000000004
10.0,2383.7665
11.0,1647.4188000000001
12.0,1174.6131
13.0,859.86122
14.0,643.80232
15.0,491.52848000000006
16.0,381.72231
17.0,300.93320000000006
18.0,240.42800000000003
19.0,194.39159
20.0,158.86396
21.0,131.09372
22.0,109.13437
23.0,91.586071
24.0,77.42707300000001
25.0,65.901363
26.0,56.44254599999999
27.0,48.621390999999996
28.0,42.109149
29.0,36.651548
30.0,32.05012
31.0,28.148635000000002
32.0,24.823130000000003
33.0,21.974519
34.0,19.52304
35.0,17.404072000000003
36.0,15.564932999999998
37.0,13.96243
38.0,12.560948000000002
39.0,11.330974000000001
40.0,10.247926999999999
41.0,9.2912401
42.0,8.443629099999999
43.0,7.6905051
44.0,7.0195059
45.0,6.4201161
46.0,5.883357700000001
47.0,5.4015391
48.0,4.968048400000001
49.0,4.5771838
50.0,4.224013
51.0,3.9042567999999997
52.0,3.6141925
53.0,3.3505720000000005
54.0,3.1105546000000004
55.0,2.891649
56.0,2.6916658
57.0,2.5086755000000003
58.0,2.3409746
59.0,2.1870554
60.0,2.0455808999999996
61.0,1.9153631000000002
62.0,1.7953439000000004
63.0,1.6845798000000003
64.0,1.5822273999999998
65.0,1.4875315999999998
66.0,1.3998153
67.0,1.3184703
68.0,1.2429491000000001
69.0,1.1727585
70.0,1.1074533000000002
71.0,1.0466311
72.0,0.9899276499999998
73.0,0.9370127099999999
74.0,0.8875865699999999
75.0,0.8413767999999998
76.0,0.7981354799999999
77.0,0.7576367
78.0,0.7196743400000001
79.0,0.68406015
80.0,0.65062198
81.0,0.6192021999999999
82.0,0.58965637
83.0,0.56185195
84.0,0.53566722
85.0,0.51099027
86.0,0.48771809
87.0,0.46575582000000004
88.0,0.44501596
89.0,0.42541777000000003
90.0,0.40688665
91.0,0.38935365
92.0,0.3727549299999999
93.0,0.35703138999999995
94.0,0.34212824000000003
95.0,0.32799463
96.0,0.31458338999999996
97.0,0.30185063999999995
98.0,0.28975562000000005
99.0,0.2782603800000001
100.0,0.26732958
